Airline,Date_Of_Journey,Flight,Source_City,Destination,Route,Departure_Time,Arrivala_Time,Total_Stops,Class,Duration,Days_Left,Price
SpiceJet,2025-04-06,SG2172,Delhi,Bangalore,Delhi -> Bangalore,2025-04-06 11:00:00,2025-04-06 22:58:00,2+ Stops,Economy,11h 58m,22,11551
Go First,2025-05-21,G85119,Hyderabad,Delhi,Hyderabad -> Delhi,2025-05-21 05:50:00,2025-05-21 12:59:00,1 Stop,Business,7h 9m,53,23940
Vistara,2025-03-11,UK5049,Kolkata,Mumbai,Kolkata -> Mumbai,2025-03-11 00:20:00,2025-03-11 04:35:00,1 Stop,Business,4h 15m,8,18186
Air India,2025-06-24,AI6404,Delhi,Kolkata,Delhi -> Kolkata,2025-06-24 08:45:00,2025-06-24 18:57:00,2+ Stops,Economy,10h 12m,4,9990
IndiGo,2025-01-29,6E5031,Bangalore,Kolkata,Bangalore -> Kolkata,2025-01-29 14:30:00,2025-01-29 19:12:00,1 Stop,Business,4h 42m,14,11670
Akasa Air,2025-08-06,QP396,Delhi,Chennai,Delhi -> Chennai,2025-08-06 23:00:00,2025-08-07 06:52:00,1 Stop,Business,7h 52m,42,10644
IndiGo,2025-02-22,6E1400,Bangalore,Chennai,Bangalore -> Chennai,2025-02-22 17:15:00,2025-02-22 21:28:00,1 Stop,Business,4h 13m,29,26180
Air India,2025-03-27,AI7193,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-03-27 21:45:00,2025-03-28 06:48:00,2+ Stops,Economy,9h 3m,17,11867
Akasa Air,2025-06-30,QP2780,Chennai,Delhi,Chennai -> Delhi,2025-06-30 13:50:00,2025-06-30 22:42:00,1 Stop,Economy,8h 52m,45,7176
Vistara,2025-05-28,UK7682,Kolkata,Mumbai,Kolkata -> Mumbai,2025-05-28 12:45:00,2025-05-28 18:57:00,1 Stop,Economy,6h 12m,37,9340
IndiGo,2025-08-10,6E4665,Delhi,Mumbai,Delhi -> Mumbai,2025-08-10 22:15:00,2025-08-11 03:14:00,Non-stop,Economy,4h 59m,60,2701
SpiceJet,2025-02-24,SG5432,Chennai,Hyderabad,Chennai -> Hyderabad,2025-02-24 01:00:00,2025-02-24 05:54:00,Non-stop,Economy,4h 54m,43,3548
IndiGo,2025-07-19,6E5165,Mumbai,Kolkata,Mumbai -> Kolkata,2025-07-19 06:00:00,2025-07-19 09:38:00,1 Stop,Business,3h 38m,30,19845
IndiGo,2025-08-01,6E3665,Kolkata,Chennai,Kolkata -> Chennai,2025-08-01 22:00:00,2025-08-02 02:58:00,1 Stop,Economy,4h 58m,52,5374
Air India,2025-03-04,AI6294,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-03-04 16:50:00,2025-03-04 21:48:00,1 Stop,Economy,4h 58m,23,11242
Air India,2025-04-25,AI9530,Chennai,Kolkata,Chennai -> Kolkata,2025-04-25 11:10:00,2025-04-25 19:49:00,2+ Stops,Business,8h 39m,51,36973
Air India,2025-08-07,AI2530,Mumbai,Bangalore,Mumbai -> Bangalore,2025-08-07 14:10:00,2025-08-08 00:22:00,2+ Stops,Economy,10h 12m,41,8187
SpiceJet,2025-05-22,SG7860,Chennai,Mumbai,Chennai -> Mumbai,2025-05-22 07:10:00,2025-05-22 11:37:00,Non-stop,Economy,4h 27m,51,6655
SpiceJet,2025-01-19,SG669,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-01-19 17:20:00,2025-01-19 19:44:00,Non-stop,Business,2h 24m,6,13956
Air India,2025-01-11,AI3375,Kolkata,Delhi,Kolkata -> Delhi,2025-01-11 15:00:00,2025-01-11 19:06:00,Non-stop,Business,4h 6m,7,32628
Air India,2025-03-29,AI9246,Chennai,Hyderabad,Chennai -> Hyderabad,2025-03-29 22:00:00,2025-03-30 06:50:00,1 Stop,Business,8h 50m,41,22848
SpiceJet,2025-05-15,SG6695,Kolkata,Mumbai,Kolkata -> Mumbai,2025-05-15 08:10:00,2025-05-15 10:23:00,Non-stop,Economy,2h 13m,21,3660
Air India,2025-07-24,AI8428,Delhi,Mumbai,Delhi -> Mumbai,2025-07-24 09:15:00,2025-07-24 12:50:00,Non-stop,Economy,3h 35m,49,9447
Akasa Air,2025-02-10,QP3116,Mumbai,Kolkata,Mumbai -> Kolkata,2025-02-10 12:10:00,2025-02-10 20:23:00,2+ Stops,Business,8h 13m,26,20343
Air India,2025-08-09,AI7944,Mumbai,Delhi,Mumbai -> Delhi,2025-08-09 03:30:00,2025-08-09 06:55:00,Non-stop,Business,3h 25m,55,11018
Air India,2025-06-08,AI203,Kolkata,Bangalore,Kolkata -> Bangalore,2025-06-08 09:50:00,2025-06-08 12:59:00,Non-stop,Economy,3h 9m,15,9406
IndiGo,2025-07-15,6E3700,Kolkata,Mumbai,Kolkata -> Mumbai,2025-07-15 01:30:00,2025-07-15 09:55:00,1 Stop,Economy,8h 25m,26,9872
Akasa Air,2025-02-11,QP7858,Chennai,Bangalore,Chennai -> Bangalore,2025-02-11 10:45:00,2025-02-11 16:47:00,1 Stop,Business,6h 2m,25,17488
IndiGo,2025-02-16,6E2955,Chennai,Delhi,Chennai -> Delhi,2025-02-16 13:45:00,2025-02-16 16:49:00,1 Stop,Business,3h 4m,24,17162
IndiGo,2025-05-14,6E9431,Chennai,Delhi,Chennai -> Delhi,2025-05-14 18:10:00,2025-05-15 02:38:00,2+ Stops,Business,8h 28m,37,14106
Vistara,2025-03-02,UK108,Mumbai,Delhi,Mumbai -> Delhi,2025-03-02 13:10:00,2025-03-02 19:14:00,2+ Stops,Business,6h 4m,17,14559
Akasa Air,2025-02-26,QP1571,Mumbai,Kolkata,Mumbai -> Kolkata,2025-02-26 18:10:00,2025-02-27 04:07:00,2+ Stops,Business,9h 57m,5,30480
Akasa Air,2025-06-20,QP7536,Kolkata,Delhi,Kolkata -> Delhi,2025-06-20 15:10:00,2025-06-20 17:37:00,Non-stop,Business,2h 27m,37,12926
IndiGo,2025-07-15,6E9962,Mumbai,Bangalore,Mumbai -> Bangalore,2025-07-15 12:45:00,2025-07-15 17:06:00,Non-stop,Business,4h 21m,29,31256
Vistara,2025-08-05,UK5873,Mumbai,Bangalore,Mumbai -> Bangalore,2025-08-05 18:45:00,2025-08-06 02:57:00,2+ Stops,Economy,8h 12m,41,12811
Akasa Air,2025-01-21,QP6362,Bangalore,Kolkata,Bangalore -> Kolkata,2025-01-21 16:45:00,2025-01-22 05:22:00,2+ Stops,Business,12h 37m,13,11486
Air India,2025-02-25,AI848,Mumbai,Delhi,Mumbai -> Delhi,2025-02-25 11:50:00,2025-02-25 15:21:00,Non-stop,Business,3h 31m,38,15690
Go First,2025-01-14,G87572,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-01-14 00:10:00,2025-01-14 07:39:00,1 Stop,Business,7h 29m,1,17139
Akasa Air,2025-06-16,QP7231,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-06-16 14:30:00,2025-06-16 20:26:00,1 Stop,Economy,5h 56m,20,8609
Air India,2025-02-23,AI6418,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-02-23 08:50:00,2025-02-23 11:51:00,1 Stop,Business,3h 1m,45,16647
Akasa Air,2025-06-03,QP3714,Kolkata,Mumbai,Kolkata -> Mumbai,2025-06-03 23:20:00,2025-06-04 06:47:00,1 Stop,Economy,7h 27m,3,8207
IndiGo,2025-05-14,6E1900,Chennai,Hyderabad,Chennai -> Hyderabad,2025-05-14 04:30:00,2025-05-14 13:44:00,2+ Stops,Business,9h 14m,42,14217
SpiceJet,2025-04-17,SG9824,Kolkata,Delhi,Kolkata -> Delhi,2025-04-17 11:00:00,2025-04-17 13:29:00,Non-stop,Business,2h 29m,12,12570
SpiceJet,2025-04-25,SG3946,Delhi,Kolkata,Delhi -> Kolkata,2025-04-25 16:30:00,2025-04-26 05:06:00,2+ Stops,Business,12h 36m,40,26961
SpiceJet,2025-04-03,SG6882,Chennai,Kolkata,Chennai -> Kolkata,2025-04-03 10:50:00,2025-04-03 16:37:00,1 Stop,Economy,5h 47m,16,7470
SpiceJet,2025-04-20,SG1295,Bangalore,Chennai,Bangalore -> Chennai,2025-04-20 18:30:00,2025-04-21 02:18:00,2+ Stops,Economy,7h 48m,8,8746
Go First,2025-04-17,G87487,Bangalore,Mumbai,Bangalore -> Mumbai,2025-04-17 13:15:00,2025-04-17 15:24:00,Non-stop,Economy,2h 9m,37,2891
Go First,2025-06-13,G85477,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-06-13 23:20:00,2025-06-14 06:56:00,2+ Stops,Business,7h 36m,9,10279
IndiGo,2025-01-25,6E230,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-01-25 22:10:00,2025-01-26 02:58:00,Non-stop,Economy,4h 48m,9,6423
SpiceJet,2025-03-28,SG5037,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-03-28 20:45:00,2025-03-29 02:06:00,1 Stop,Business,5h 21m,13,17353
Air India,2025-03-22,AI710,Mumbai,Delhi,Mumbai -> Delhi,2025-03-22 08:30:00,2025-03-22 13:54:00,1 Stop,Economy,5h 24m,3,7696
Go First,2025-03-02,G83760,Hyderabad,Delhi,Hyderabad -> Delhi,2025-03-02 04:45:00,2025-03-02 07:53:00,1 Stop,Economy,3h 8m,53,6673
Vistara,2025-08-03,UK5561,Kolkata,Bangalore,Kolkata -> Bangalore,2025-08-03 19:20:00,2025-08-03 22:57:00,Non-stop,Business,3h 37m,34,32576
Vistara,2025-03-14,UK137,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-03-14 18:30:00,2025-03-14 19:46:00,Non-stop,Business,1h 16m,52,23078
Air India,2025-05-06,AI4349,Chennai,Bangalore,Chennai -> Bangalore,2025-05-06 07:00:00,2025-05-06 09:59:00,Non-stop,Business,2h 59m,26,7286
SpiceJet,2025-07-02,SG3107,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-07-02 23:10:00,2025-07-03 01:22:00,Non-stop,Business,2h 12m,11,18741
Air India,2025-03-11,AI4443,Kolkata,Mumbai,Kolkata -> Mumbai,2025-03-11 00:15:00,2025-03-11 05:00:00,Non-stop,Business,4h 45m,42,28028
Akasa Air,2025-05-25,QP6592,Hyderabad,Delhi,Hyderabad -> Delhi,2025-05-25 20:15:00,2025-05-26 08:12:00,2+ Stops,Economy,11h 57m,3,11310
Vistara,2025-08-13,UK9644,Delhi,Bangalore,Delhi -> Bangalore,2025-08-13 02:45:00,2025-08-13 12:13:00,2+ Stops,Business,9h 28m,57,15160
Air India,2025-05-16,AI715,Bangalore,Mumbai,Bangalore -> Mumbai,2025-05-16 01:10:00,2025-05-16 04:13:00,Non-stop,Economy,3h 3m,54,5326
Go First,2025-03-10,G84692,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-03-10 14:50:00,2025-03-10 23:45:00,1 Stop,Economy,8h 55m,22,5540
Air India,2025-04-21,AI8624,Mumbai,Chennai,Mumbai -> Chennai,2025-04-21 00:10:00,2025-04-21 02:31:00,Non-stop,Business,2h 21m,51,15898
Air India,2025-02-28,AI3449,Delhi,Bangalore,Delhi -> Bangalore,2025-02-28 06:15:00,2025-02-28 12:43:00,1 Stop,Economy,6h 28m,2,7378
Vistara,2025-05-19,UK7575,Bangalore,Delhi,Bangalore -> Delhi,2025-05-19 04:50:00,2025-05-19 12:29:00,1 Stop,Business,7h 39m,29,15004
Akasa Air,2025-05-17,QP1028,Mumbai,Kolkata,Mumbai -> Kolkata,2025-05-17 06:00:00,2025-05-17 08:58:00,Non-stop,Economy,2h 58m,42,7265
Go First,2025-01-24,G84332,Kolkata,Mumbai,Kolkata -> Mumbai,2025-01-24 06:15:00,2025-01-24 18:23:00,2+ Stops,Economy,12h 8m,16,8752
SpiceJet,2025-02-26,SG7611,Delhi,Chennai,Delhi -> Chennai,2025-02-26 02:20:00,2025-02-26 09:30:00,2+ Stops,Economy,7h 10m,52,8110
SpiceJet,2025-05-06,SG1058,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-05-06 21:30:00,2025-05-07 06:19:00,1 Stop,Economy,8h 49m,59,8716
Akasa Air,2025-02-24,QP8213,Bangalore,Kolkata,Bangalore -> Kolkata,2025-02-24 19:50:00,2025-02-25 08:01:00,2+ Stops,Business,12h 11m,27,13200
Akasa Air,2025-06-18,QP8973,Mumbai,Chennai,Mumbai -> Chennai,2025-06-18 04:50:00,2025-06-18 14:30:00,2+ Stops,Economy,9h 40m,56,10352
IndiGo,2025-02-19,6E3047,Mumbai,Kolkata,Mumbai -> Kolkata,2025-02-19 18:50:00,2025-02-20 03:14:00,2+ Stops,Business,8h 24m,39,26534
SpiceJet,2025-05-21,SG8408,Chennai,Mumbai,Chennai -> Mumbai,2025-05-21 07:45:00,2025-05-21 12:21:00,Non-stop,Economy,4h 36m,16,4026
IndiGo,2025-02-04,6E2229,Delhi,Mumbai,Delhi -> Mumbai,2025-02-04 16:20:00,2025-02-04 22:35:00,2+ Stops,Business,6h 15m,4,26599
IndiGo,2025-06-30,6E1311,Kolkata,Delhi,Kolkata -> Delhi,2025-06-30 09:45:00,2025-06-30 12:23:00,Non-stop,Economy,2h 38m,56,5387
IndiGo,2025-07-14,6E9729,Hyderabad,Chennai,Hyderabad -> Chennai,2025-07-14 11:10:00,2025-07-14 19:57:00,2+ Stops,Economy,8h 47m,17,9963
Air India,2025-04-01,AI2975,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-04-01 07:10:00,2025-04-01 16:21:00,2+ Stops,Economy,9h 11m,25,8652
SpiceJet,2025-03-12,SG2551,Mumbai,Delhi,Mumbai -> Delhi,2025-03-12 12:45:00,2025-03-12 21:36:00,1 Stop,Business,8h 51m,25,31151
Air India,2025-07-03,AI3299,Chennai,Delhi,Chennai -> Delhi,2025-07-03 06:10:00,2025-07-03 11:29:00,1 Stop,Business,5h 19m,45,11481
Go First,2025-05-03,G88277,Hyderabad,Chennai,Hyderabad -> Chennai,2025-05-03 00:15:00,2025-05-03 04:06:00,1 Stop,Economy,3h 51m,38,5345
SpiceJet,2025-06-11,SG6285,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-06-11 10:10:00,2025-06-11 19:41:00,2+ Stops,Business,9h 31m,5,34188
Vistara,2025-06-14,UK7098,Chennai,Mumbai,Chennai -> Mumbai,2025-06-14 23:15:00,2025-06-15 03:32:00,1 Stop,Economy,4h 17m,11,11091
Vistara,2025-04-13,UK7868,Bangalore,Mumbai,Bangalore -> Mumbai,2025-04-13 18:10:00,2025-04-13 22:15:00,Non-stop,Business,4h 5m,11,23444
IndiGo,2025-06-19,6E2422,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-06-19 11:30:00,2025-06-19 18:39:00,2+ Stops,Business,7h 9m,2,11237
Vistara,2025-04-30,UK3677,Delhi,Bangalore,Delhi -> Bangalore,2025-04-30 10:50:00,2025-04-30 22:27:00,2+ Stops,Business,11h 37m,38,19215
Vistara,2025-06-21,UK2625,Chennai,Kolkata,Chennai -> Kolkata,2025-06-21 23:15:00,2025-06-22 11:26:00,2+ Stops,Economy,12h 11m,12,12578
IndiGo,2025-06-21,6E5592,Chennai,Bangalore,Chennai -> Bangalore,2025-06-21 00:45:00,2025-06-21 11:06:00,2+ Stops,Economy,10h 21m,40,7931
Akasa Air,2025-03-01,QP1852,Mumbai,Chennai,Mumbai -> Chennai,2025-03-01 01:15:00,2025-03-01 12:09:00,2+ Stops,Economy,10h 54m,49,7049
Akasa Air,2025-02-21,QP1471,Mumbai,Bangalore,Mumbai -> Bangalore,2025-02-21 02:15:00,2025-02-21 10:47:00,2+ Stops,Economy,8h 32m,7,10755
Air India,2025-06-12,AI7234,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-06-12 12:15:00,2025-06-12 14:03:00,Non-stop,Economy,1h 48m,35,8348
SpiceJet,2025-04-14,SG4394,Hyderabad,Chennai,Hyderabad -> Chennai,2025-04-14 09:15:00,2025-04-14 10:17:00,Non-stop,Business,1h 2m,4,15820
Go First,2025-04-04,G88256,Kolkata,Chennai,Kolkata -> Chennai,2025-04-04 10:30:00,2025-04-04 18:54:00,1 Stop,Business,8h 24m,31,16957
SpiceJet,2025-03-22,SG2045,Hyderabad,Kolkata,Hyderabad -> Kolkata,2025-03-22 06:15:00,2025-03-22 13:22:00,2+ Stops,Economy,7h 7m,47,9665
Air India,2025-03-22,AI1330,Mumbai,Bangalore,Mumbai -> Bangalore,2025-03-22 22:00:00,2025-03-23 01:10:00,Non-stop,Business,3h 10m,2,15214
IndiGo,2025-06-28,6E4710,Chennai,Kolkata,Chennai -> Kolkata,2025-06-28 22:50:00,2025-06-29 00:20:00,Non-stop,Business,1h 30m,33,11268
Go First,2025-08-02,G89833,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-08-02 16:00:00,2025-08-02 23:32:00,2+ Stops,Economy,7h 32m,37,8658
IndiGo,2025-05-13,6E1034,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-05-13 00:45:00,2025-05-13 11:55:00,2+ Stops,Economy,11h 10m,28,6033
SpiceJet,2025-05-02,SG3322,Chennai,Mumbai,Chennai -> Mumbai,2025-05-02 06:30:00,2025-05-02 11:25:00,1 Stop,Economy,4h 55m,35,4189
Akasa Air,2025-03-22,QP860,Bangalore,Mumbai,Bangalore -> Mumbai,2025-03-22 16:10:00,2025-03-23 03:10:00,2+ Stops,Business,11h 0m,18,31786
Vistara,2025-07-26,UK2900,Chennai,Hyderabad,Chennai -> Hyderabad,2025-07-26 01:00:00,2025-07-26 07:34:00,1 Stop,Business,6h 34m,50,16077
Vistara,2025-07-17,UK4098,Mumbai,Bangalore,Mumbai -> Bangalore,2025-07-17 06:50:00,2025-07-17 17:47:00,2+ Stops,Business,10h 57m,55,15319
Vistara,2025-03-12,UK1464,Hyderabad,Bangalore,Hyderabad -> Bangalore,2025-03-12 20:30:00,2025-03-13 00:55:00,1 Stop,Business,4h 25m,41,10604
Go First,2025-02-23,G85092,Delhi,Mumbai,Delhi -> Mumbai,2025-02-23 04:45:00,2025-02-23 16:55:00,2+ Stops,Economy,12h 10m,5,10284
Go First,2025-07-05,G82596,Delhi,Chennai,Delhi -> Chennai,2025-07-05 23:10:00,2025-07-06 03:39:00,1 Stop,Economy,4h 29m,55,8804
SpiceJet,2025-05-11,SG424,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-05-11 03:45:00,2025-05-11 08:33:00,Non-stop,Business,4h 48m,32,14534
IndiGo,2025-08-11,6E8918,Hyderabad,Delhi,Hyderabad -> Delhi,2025-08-11 08:10:00,2025-08-11 10:39:00,Non-stop,Business,2h 29m,55,11712
Vistara,2025-06-24,UK8343,Chennai,Delhi,Chennai -> Delhi,2025-06-24 13:30:00,2025-06-25 00:45:00,2+ Stops,Business,11h 15m,23,28501
Air India,2025-05-26,AI372,Chennai,Mumbai,Chennai -> Mumbai,2025-05-26 12:15:00,2025-05-27 00:40:00,2+ Stops,Business,12h 25m,45,21545
Go First,2025-03-23,G81643,Mumbai,Kolkata,Mumbai -> Kolkata,2025-03-23 09:30:00,2025-03-23 20:06:00,2+ Stops,Economy,10h 36m,29,9648
Air India,2025-07-23,AI9968,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-07-23 00:50:00,2025-07-23 09:09:00,1 Stop,Economy,8h 19m,41,11509
Go First,2025-06-12,G8468,Kolkata,Bangalore,Kolkata -> Bangalore,2025-06-12 04:50:00,2025-06-12 14:17:00,2+ Stops,Business,9h 27m,41,14396
Go First,2025-02-06,G86593,Kolkata,Delhi,Kolkata -> Delhi,2025-02-06 17:50:00,2025-02-07 03:09:00,2+ Stops,Business,9h 19m,36,22793
Akasa Air,2025-02-07,QP9454,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-02-07 16:10:00,2025-02-08 04:42:00,2+ Stops,Business,12h 32m,18,15155
Air India,2025-05-09,AI4834,Kolkata,Chennai,Kolkata -> Chennai,2025-05-09 06:20:00,2025-05-09 16:54:00,2+ Stops,Economy,10h 34m,41,11318
Go First,2025-04-10,G88844,Delhi,Kolkata,Delhi -> Kolkata,2025-04-10 00:50:00,2025-04-10 08:32:00,2+ Stops,Business,7h 42m,19,11443
IndiGo,2025-05-07,6E614,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-05-07 01:20:00,2025-05-07 06:55:00,1 Stop,Economy,5h 35m,9,5368
Go First,2025-04-29,G83035,Bangalore,Chennai,Bangalore -> Chennai,2025-04-29 11:30:00,2025-04-29 13:30:00,Non-stop,Economy,2h 0m,54,7953
IndiGo,2025-07-01,6E5504,Kolkata,Bangalore,Kolkata -> Bangalore,2025-07-01 17:10:00,2025-07-02 03:57:00,2+ Stops,Business,10h 47m,43,22014
Go First,2025-02-09,G85795,Kolkata,Mumbai,Kolkata -> Mumbai,2025-02-09 14:50:00,2025-02-09 17:53:00,1 Stop,Economy,3h 3m,1,5337
Akasa Air,2025-08-11,QP5751,Chennai,Kolkata,Chennai -> Kolkata,2025-08-11 12:00:00,2025-08-12 00:49:00,2+ Stops,Business,12h 49m,49,18638
SpiceJet,2025-04-13,SG6447,Bangalore,Delhi,Bangalore -> Delhi,2025-04-13 18:10:00,2025-04-14 01:52:00,1 Stop,Business,7h 42m,36,20280
IndiGo,2025-03-14,6E8335,Kolkata,Delhi,Kolkata -> Delhi,2025-03-14 16:20:00,2025-03-14 21:16:00,Non-stop,Economy,4h 56m,42,2755
IndiGo,2025-08-22,6E3443,Kolkata,Bangalore,Kolkata -> Bangalore,2025-08-22 03:00:00,2025-08-22 06:58:00,Non-stop,Business,3h 58m,57,14946
Air India,2025-05-30,AI9954,Hyderabad,Delhi,Hyderabad -> Delhi,2025-05-30 08:45:00,2025-05-30 15:20:00,1 Stop,Business,6h 35m,26,14246
IndiGo,2025-04-01,6E6290,Mumbai,Bangalore,Mumbai -> Bangalore,2025-04-01 11:30:00,2025-04-01 21:25:00,2+ Stops,Business,9h 55m,8,15605
Air India,2025-02-11,AI3118,Mumbai,Delhi,Mumbai -> Delhi,2025-02-11 10:10:00,2025-02-11 13:38:00,Non-stop,Economy,3h 28m,39,6118
Vistara,2025-06-08,UK5134,Kolkata,Hyderabad,Kolkata -> Hyderabad,2025-06-08 09:45:00,2025-06-08 15:23:00,1 Stop,Economy,5h 38m,20,11316
SpiceJet,2025-04-03,SG2897,Delhi,Bangalore,Delhi -> Bangalore,2025-04-03 10:00:00,2025-04-03 13:08:00,1 Stop,Business,3h 8m,35,22624
Air India,2025-01-05,AI1765,Mumbai,Chennai,Mumbai -> Chennai,2025-01-05 23:10:00,2025-01-06 03:52:00,1 Stop,Economy,4h 42m,4,7653
IndiGo,2025-06-09,6E7838,Mumbai,Bangalore,Mumbai -> Bangalore,2025-06-09 15:10:00,2025-06-09 20:44:00,1 Stop,Economy,5h 34m,41,9267
Go First,2025-04-30,G85359,Chennai,Bangalore,Chennai -> Bangalore,2025-04-30 05:10:00,2025-04-30 16:29:00,2+ Stops,Economy,11h 19m,36,8909
Akasa Air,2025-05-17,QP5222,Delhi,Hyderabad,Delhi -> Hyderabad,2025-05-17 10:20:00,2025-05-17 17:25:00,1 Stop,Business,7h 5m,8,7778
IndiGo,2025-04-13,6E8768,Chennai,Delhi,Chennai -> Delhi,2025-04-13 19:00:00,2025-04-14 01:29:00,1 Stop,Business,6h 29m,24,15586
SpiceJet,2025-05-13,SG3619,Bangalore,Mumbai,Bangalore -> Mumbai,2025-05-13 16:45:00,2025-05-14 05:31:00,2+ Stops,Business,12h 46m,20,13741
SpiceJet,2025-03-23,SG9612,Bangalore,Chennai,Bangalore -> Chennai,2025-03-23 08:15:00,2025-03-23 15:17:00,2+ Stops,Business,7h 2m,30,18276
Go First,2025-05-24,G8596,Mumbai,Bangalore,Mumbai -> Bangalore,2025-05-24 06:20:00,2025-05-24 08:04:00,Non-stop,Economy,1h 44m,8,4463
Akasa Air,2025-02-07,QP8638,Hyderabad,Mumbai,Hyderabad -> Mumbai,2025-02-07 16:20:00,2025-02-08 03:16:00,2+ Stops,Economy,10h 56m,28,10340
SpiceJet,2025-03-23,SG2952,Kolkata,Chennai,Kolkata -> Chennai,2025-03-23 00:15:00,2025-03-23 09:26:00,2+ Stops,Business,9h 11m,31,12779
IndiGo,2025-04-21,6E7393,Chennai,Bangalore,Chennai -> Bangalore,2025-04-21 21:10:00,2025-04-22 05:24:00,1 Stop,Business,8h 14m,27,14593
Go First,2025-07-23,G89349,Delhi,Kolkata,Delhi -> Kolkata,2025-07-23 15:10:00,2025-07-23 21:05:00,1 Stop,Business,5h 55m,28,15639
Vistara,2025-04-12,UK7353,Chennai,Kolkata,Chennai -> Kolkata,2025-04-12 18:50:00,2025-04-13 02:49:00,1 Stop,Economy,7h 59m,60,8501
Air India,2025-07-06,AI6588,Mumbai,Chennai,Mumbai -> Chennai,2025-07-06 08:20:00,2025-07-06 20:47:00,2+ Stops,Business,12h 27m,39,17590
Go First,2025-02-24,G89522,Hyderabad,Delhi,Hyderabad -> Delhi,2025-02-24 03:00:00,2025-02-24 13:35:00,2+ Stops,Business,10h 35m,45,18223
IndiGo,2025-02-05,6E8804,Mumbai,Kolkata,Mumbai -> Kolkata,2025-02-05 22:00:00,2025-02-06 08:26:00,2+ Stops,Business,10h 26m,11,15374
SpiceJet,2025-07-02,SG6487,Bangalore,Chennai,Bangalore -> Chennai,2025-07-02 09:30:00,2025-07-02 20:16:00,2+ Stops,Business,10h 46m,50,26616
Air India,2025-07-04,AI9292,Bangalore,Hyderabad,Bangalore -> Hyderabad,2025-07-04 22:30:00,2025-07-05 05:38:00,1 Stop,Economy,7h 8m,22,9957
Air India,2025-07-17,AI2450,Delhi,Hyderabad,Delhi -> Hyderabad,2025-07-17 14:45:00,2025-07-18 01:27:00,2+ Stops,Economy,10h 42m,48,9352
Go First,2025-06-24,G88954,Mumbai,Chennai,Mumbai -> Chennai,2025-06-24 02:20:00,2025-06-24 06:08:00,Non-stop,Business,3h 48m,59,13953
IndiGo,2025-03-14,6E4456,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-03-14 16:20:00,2025-03-14 22:25:00,2+ Stops,Economy,6h 5m,32,9896
IndiGo,2025-05-14,6E3539,Hyderabad,Chennai,Hyderabad -> Chennai,2025-05-14 17:00:00,2025-05-14 19:39:00,Non-stop,Business,2h 39m,22,13826
SpiceJet,2025-03-04,SG5614,Hyderabad,Delhi,Hyderabad -> Delhi,2025-03-04 23:50:00,2025-03-05 11:48:00,2+ Stops,Economy,11h 58m,57,8186
Vistara,2025-02-28,UK9555,Delhi,Kolkata,Delhi -> Kolkata,2025-02-28 17:50:00,2025-03-01 00:27:00,1 Stop,Economy,6h 37m,21,8995
SpiceJet,2025-06-27,SG1565,Chennai,Bangalore,Chennai -> Bangalore,2025-06-27 17:50:00,2025-06-27 22:37:00,Non-stop,Economy,4h 47m,48,7979
SpiceJet,2025-02-03,SG3297,Mumbai,Hyderabad,Mumbai -> Hyderabad,2025-02-03 03:30:00,2025-02-03 04:30:00,Non-stop,Economy,1h 0m,2,6863
Air India,2025-06-24,AI9496,Kolkata,Bangalore,Kolkata -> Bangalore,2025-06-24 10:15:00,2025-06-24 13:01:00,Non-stop,Business,2h 46m,9,12884
IndiGo,2025-03-19,6E8801,Bangalore,Chennai,Bangalore -> Chennai,2025-03-19 16:45:00,2025-03-19 18:03:00,Non-stop,Business,1h 18m,52,5998
SpiceJet,2025-04-27,SG3576,Chennai,Kolkata,Chennai -> Kolkata,2025-04-27 02:15:00,2025-04-27 15:05:00,2+ Stops,Business,12h 50m,14,17198
Air India,2025-05-15,AI7306,Delhi,Bangalore,Delhi -> Bangalore,2025-05-15 16:45:00,2025-05-16 02:21:00,2+ Stops,Economy,9h 36m,45,10158
